,temperature,exhaust_vaccum,ambient_pressure,relative_humidity,electric_power
5337,5.56,45.87,1006.99,96.48,476.61
5338,29.41,64.05,1009.82,67.4,444.82
5339,19.9,56.53,1020.52,78.05,456.48
5340,10.27,41.44,1017.04,77.09,479.3
5341,25.36,74.99,1002.21,65.96,440.25
5342,21.99,57.5,1015.87,80.72,446.96
5343,22.12,63.91,1009.61,90.83,447.77
5344,25.14,69.13,1011.15,85.67,433.95
5345,14.77,48.06,1010.92,69.81,461.52
5346,11.33,41.16,1019.05,87.13,468.87
5347,18.4,40.79,1006.18,92.36,461.29
5348,22.73,43.79,1015.61,42.66,460.2
5349,10.07,39.66,1015.37,83.78,479.64
5350,14.43,44.84,1024.34,84.0,467.45
5351,19.64,46.33,1013.33,98.99,451.45
5352,16.53,53.29,1018.64,87.47,463.32
5353,8.51,42.32,1015.08,84.89,476.6
5354,21.68,64.15,1021.09,70.88,454.32
5355,20.07,42.23,1012.86,74.11,461.25
5356,9.34,38.08,1019.56,67.74,482.06
5357,24.44,69.13,1011.1,87.62,434.34
5358,13.46,41.4,1019.46,71.73,467.4
5359,10.15,43.41,1018.4,82.07,473.43
5360,16.96,46.36,1019.91,89.11,460.57
5361,14.94,42.77,1018.06,75.35,460.51
5362,14.66,40.73,1017.45,88.57,459.23
5363,17.59,65.48,1018.96,81.34,454.51
5364,20.73,59.87,1019.08,80.48,445.18
5365,26.0,69.88,1007.99,87.07,434.79
5366,14.9,52.05,1015.11,77.33,464.82
5367,29.37,74.78,1009.47,55.65,434.2
5368,15.42,37.85,1009.89,85.8,467.33
5369,11.9,39.16,1016.53,84.59,477.75
5370,12.79,44.03,1007.46,95.93,464.35
5371,8.01,41.66,1014.49,76.72,485.13
5372,20.78,62.52,1017.58,73.3,452.3
5373,24.99,60.37,1005.66,74.87,437.67
5374,28.66,77.95,1009.56,69.07,431.23
5375,17.85,48.14,1017.16,86.68,451.9
5376,10.04,39.13,1011.26,88.91,474.61
5377,30.57,69.82,1009.86,52.94,437.62
5378,28.22,51.43,1006.06,63.72,438.43
5379,11.8,43.99,1020.86,98.44,466.75
5380,22.94,61.5,1008.25,73.45,445.31
5381,8.83,41.26,1023.04,86.08,478.87
5382,27.3,56.85,1011.66,36.09,440.01
5383,22.69,64.45,1012.82,45.03,450.65
5384,23.6,48.98,1015.41,48.28,448.43
5385,24.34,70.79,1006.82,85.66,433.83
5386,12.53,43.56,1014.8,74.05,469.23
5387,31.01,69.13,1000.93,62.96,425.69
5388,18.38,62.1,1020.12,77.27,452.91
5389,27.73,67.69,1007.47,59.42,431.72
5390,22.86,47.43,1009.75,61.54,452.53
5391,33.15,68.51,1012.9,51.91,428.89
5392,15.78,41.16,1008.43,80.25,464.85
5393,5.71,40.77,1022.49,87.9,487.48
5394,25.03,59.21,1017.28,56.96,446.33
5395,5.63,39.22,1013.35,77.67,486.83
5396,27.64,75.6,1017.35,54.78,441.04
5397,31.01,67.69,1005.06,46.16,426.64
5398,12.69,40.71,1021.62,80.19,477.14
5399,14.85,38.91,1014.48,60.98,467.42
5400,10.26,39.13,1010.94,87.78,474.16
5401,4.65,35.19,1018.23,94.78,489.36
5402,20.77,43.77,1010.76,63.12,453.46
5403,30.22,74.9,1003.57,67.15,434.17
5404,32.56,68.94,1007.12,58.18,425.61
5405,26.05,58.59,1012.32,49.83,452.41
5406,23.05,48.98,1015.64,49.33,446.05
5407,23.21,74.22,1009.68,88.46,440.46
5408,12.9,43.41,1015.92,59.15,464.26
5409,26.1,74.16,1009.42,85.4,437.18
5410,14.56,47.45,1009.52,91.14,451.95
5411,27.96,49.16,1004.8,35.64,442.49
5412,13.16,43.71,1024.44,85.68,469.06
5413,23.44,72.24,1011.28,88.03,438.34
5414,25.1,69.89,1015.42,85.81,434.98
5415,9.68,39.96,1026.09,99.28,470.22
5416,23.84,63.47,1012.54,76.33,444.48
5417,28.39,51.43,1011.74,47.54,449.63
5418,14.13,41.23,994.6,93.02,467.84
5419,24.47,57.85,1013.05,66.34,445.37
5420,8.88,36.3,1015.27,56.96,478.7
5421,10.72,41.38,1021.6,63.77,478.29
5422,29.47,65.51,1014.71,58.28,444.8
5423,20.17,56.03,1019.47,56.77,458.04
5424,29.04,70.72,1009.55,66.58,437.95
5425,28.86,73.67,1006.65,68.23,431.15
5426,28.61,69.75,1009.82,71.7,440.53
5427,24.52,56.85,1012.59,54.47,438.89
5428,18.83,63.91,1010.8,96.18,448.15
5429,23.08,48.41,1008.44,82.35,443.5
5430,29.3,74.16,1007.72,81.92,431.32
5431,26.1,63.56,1013.12,61.0,442.75
5432,14.66,42.07,1018.14,84.68,462.77
5433,13.77,42.86,1030.72,77.3,471.38
5434,12.0,39.35,1015.48,82.51,476.64
5435,9.52,40.96,1023.48,86.49,483.59
5436,17.89,40.12,1011.99,76.52,451.79
5437,22.56,60.29,1018.19,67.53,447.15
5438,16.73,37.2,1012.94,74.04,463.89
5439,14.19,43.71,1024.38,83.03,467.8
5440,9.5,37.36,1015.13,63.41,478.8
5441,8.35,42.85,1010.46,90.13,483.63
5442,21.9,55.5,1018.85,60.27,456.52
5443,18.7,52.72,1024.84,57.72,458.06
5444,6.8,37.8,1021.09,70.02,485.96
5445,7.81,40.71,1023.32,82.08,475.46
5446,6.93,40.67,1020.17,71.16,494.61
5447,9.18,42.18,1017.4,87.3,475.57
5448,17.04,40.12,1011.81,83.14,458.1
5449,21.47,57.19,1006.45,75.8,448.31
5450,13.75,41.49,1019.9,88.23,469.02
5451,24.97,68.61,1011.0,55.04,453.26
5452,18.97,44.85,1014.86,46.31,466.17
5453,14.07,42.99,1007.57,96.05,468.87
5454,5.68,40.35,1012.11,92.86,486.79
5455,23.83,71.37,1002.04,64.78,443.29
5456,23.96,65.34,1015.52,56.82,449.23
5457,21.06,62.91,1011.92,75.52,455.22
5458,21.47,70.32,1011.72,88.36,440.0
5459,14.57,37.86,1022.44,68.82,463.58
5460,30.53,73.21,1000.37,74.17,430.2
5461,19.37,63.09,1018.79,81.52,450.18
5462,13.53,42.03,1017.52,84.02,466.71
5463,12.68,41.16,1020.09,83.32,464.93
5464,10.84,39.18,1023.64,87.1,474.49
5465,11.08,38.16,1014.45,74.99,473.32
5466,25.76,73.5,1011.44,81.36,437.0
5467,20.45,48.41,1010.81,86.7,444.69
5468,11.75,40.55,1018.09,97.7,472.43
5469,23.12,69.71,1008.98,84.41,442.21
5470,14.03,41.79,1008.07,83.32,457.98
5471,22.31,61.45,1009.25,98.56,437.05
5472,22.53,60.95,1015.12,75.1,449.43
5473,10.94,43.67,1012.36,73.3,477.34
5474,23.45,66.25,1009.1,90.28,443.44
5475,10.29,41.74,1019.9,80.51,480.62
5476,25.13,51.95,1005.42,62.05,447.7
5477,26.72,56.9,1007.12,58.54,435.16
5478,11.87,41.58,1017.29,90.3,464.77
5479,26.28,75.23,1011.44,68.35,435.28
5480,28.15,72.99,1007.62,70.03,431.83
5481,22.49,58.71,1009.75,76.43,443.33
5482,24.13,73.18,1012.62,91.52,436.22
5483,12.59,41.14,1025.79,86.55,465.74
5484,18.86,42.18,1001.16,98.58,457.07
5485,32.33,67.83,1008.11,57.48,427.84
5486,7.93,41.01,1023.64,97.23,476.37
5487,9.44,41.4,1027.64,86.22,473.94
5488,25.56,74.99,1005.41,85.75,433.63
5489,23.6,60.08,1017.51,63.02,451.97
5490,23.38,48.6,1004.45,69.19,440.9
5491,7.19,39.37,1019.67,70.77,480.4
5492,15.63,41.79,1006.7,78.28,455.24
5493,15.73,38.73,1002.48,76.91,466.63
5494,5.54,45.87,1008.69,95.91,478.02
5495,12.65,44.34,1014.74,92.81,473.46
5496,22.71,48.06,1012.82,67.81,445.1
5497,11.94,44.6,1018.69,85.33,468.53
5498,15.75,39.0,1015.91,69.58,460.73
5499,27.14,65.27,1013.26,55.17,441.68
5500,34.96,68.94,1006.17,59.26,431.48
5501,18.56,42.18,1001.46,99.59,456.61
5502,30.17,64.79,1017.06,43.81,439.75
5503,7.0,35.77,1018.21,64.84,482.8
5504,9.59,40.11,1026.05,74.27,470.71
5505,22.73,63.73,1009.12,94.8,441.75
5506,27.31,68.14,1005.73,50.74,437.83
5507,24.31,63.86,1019.47,58.54,442.69
5508,23.07,69.23,1011.78,76.06,437.08
5509,19.63,52.72,1025.09,51.16,459.12
5510,20.69,50.78,1008.71,91.95,447.58
5511,12.23,43.69,1016.46,84.4,471.62
5512,28.04,69.14,1007.16,80.38,436.37
5513,16.5,44.63,1020.58,64.11,458.78
5514,10.35,39.82,1013.33,94.78,477.14
5515,10.11,39.35,1015.19,90.74,479.83
5516,25.02,59.44,1012.49,73.65,444.08
5517,29.3,69.48,1010.1,53.69,429.42
5518,16.37,36.99,1006.37,90.11,463.76
5519,21.24,50.32,1008.54,84.83,447.32
5520,13.11,38.73,1005.89,89.02,473.38
5521,16.72,53.82,1015.46,66.9,458.25
5522,24.27,70.47,1008.96,78.31,434.24
5523,21.94,57.5,1014.64,78.52,451.1
5524,8.05,38.38,1021.14,86.39,482.17
5525,16.14,54.3,1017.93,65.68,460.73
5526,27.67,69.59,1009.13,82.15,437.29
5527,24.9,71.77,1006.24,85.25,427.77
5528,22.21,61.5,1008.34,76.22,445.77
5529,8.77,42.49,1010.7,86.78,469.1
5530,13.12,44.21,1019.57,89.29,469.09
5531,13.67,42.32,1015.41,79.04,464.56
5532,7.29,41.04,1024.06,89.19,474.71
5533,21.92,49.02,1009.29,88.56,443.31
5534,18.96,44.58,1016.66,71.95,461.96
5535,24.3,69.94,1007.02,62.14,438.92
5536,11.77,40.92,1021.85,81.55,467.31
5537,4.0,39.9,1009.64,97.16,490.79
5538,27.67,59.14,1016.51,61.2,433.37
5539,20.8,69.45,1013.7,82.48,443.77
5540,13.65,41.58,1020.56,72.17,460.8
5541,27.88,68.94,1007.68,75.68,435.04
5542,27.57,69.84,1004.91,68.37,426.6
5543,10.12,43.72,1011.33,97.62,473.05
5544,24.37,65.61,1014.5,65.67,443.13
5545,10.05,40.71,1015.51,84.21,471.68
5546,22.9,49.3,1003.45,80.95,441.77
5547,20.0,63.31,1017.06,63.1,449.68
5548,12.02,41.92,1030.1,84.45,465.82
5549,18.22,49.25,1020.33,61.87,454.66
5550,24.86,60.77,1016.85,71.24,440.68
5551,7.74,39.96,1025.78,95.81,475.23
5552,27.2,72.43,1006.75,80.67,430.32
5553,27.94,69.84,1003.11,70.47,428.67
5554,30.99,68.51,1008.0,71.35,430.09
5555,26.65,63.78,1015.32,53.95,440.26
5556,7.2,40.35,1011.83,95.59,484.9
5557,18.27,50.16,1011.07,95.91,451.76
5558,28.62,63.77,1012.82,55.77,441.97
5559,29.42,69.14,1007.32,75.04,437.75
5560,14.52,40.35,1011.11,69.84,470.8
5561,30.8,70.94,1007.06,63.09,432.44
5562,20.6,66.86,1013.08,62.48,451.44
5563,20.61,63.86,1015.43,73.86,446.34
5564,14.97,42.28,1007.31,79.25,466.62
5565,25.41,69.14,1006.4,87.4,436.59
5566,12.34,43.22,1009.28,78.23,468.52
5567,17.4,63.09,1020.84,92.58,453.0
5568,11.82,41.26,1020.74,91.14,466.95
5569,9.14,37.36,1015.22,78.06,491.97
5570,24.79,50.78,1008.78,61.88,445.3
5571,29.93,71.85,1008.43,66.64,426.82
5572,14.56,45.51,1015.39,69.84,469.79
5573,21.58,67.25,1017.39,79.0,446.15
5574,25.77,73.68,1014.18,87.53,429.84
5575,14.71,52.72,1024.7,70.29,462.34
5576,8.68,41.82,1032.83,73.62,478.61
5577,29.6,71.58,1010.34,52.56,434.64
5578,25.73,62.66,1010.15,54.66,444.85
5579,14.46,42.86,1031.34,69.84,464.44
5580,23.81,60.08,1017.29,62.66,450.33
5581,23.04,64.27,1014.29,80.23,439.67
5582,13.52,39.39,1012.91,84.03,474.82
5583,16.34,36.99,1006.99,90.06,466.24
5584,19.45,46.33,1013.39,99.52,452.82
5585,29.84,58.9,1005.24,56.18,440.93
5586,26.49,71.73,1010.07,74.48,431.06
5587,18.8,44.71,1016.56,31.29,459.85
5588,20.96,69.48,1011.04,82.63,444.31
5589,25.06,74.33,1014.05,69.02,437.27
5590,6.24,35.77,1019.24,70.7,483.36
5591,27.4,69.13,1001.4,82.47,426.18
5592,6.39,35.57,1025.53,77.23,487.69
5593,33.17,70.4,1004.45,58.0,430.14
5594,5.18,40.27,1010.84,81.64,489.1
5595,29.04,76.09,1007.52,75.44,430.32
5596,9.34,40.77,1012.14,90.81,477.36
5597,18.4,44.06,1017.36,70.88,456.8
5598,16.09,50.59,1015.69,84.41,463.64
5599,24.14,41.1,1002.1,38.49,450.13
5600,20.76,57.25,1011.01,90.31,444.85
5601,24.42,57.32,1011.46,55.92,443.94
5602,23.84,49.21,1013.6,47.63,447.03
5603,17.08,38.58,1015.41,73.42,461.49
5604,5.07,40.07,1019.32,66.17,494.87
5605,22.64,63.73,1013.88,84.22,447.21
5606,17.05,44.88,1017.69,88.19,459.63
5607,14.35,49.83,1006.39,91.23,462.54
5608,13.43,43.69,1016.21,73.01,475.36
5609,13.28,43.8,1023.17,63.98,466.78
5610,19.57,68.61,1011.13,96.4,448.73
5611,20.06,47.03,1013.66,83.23,461.02
5612,23.99,67.69,1007.9,78.57,437.1
5613,26.91,71.64,1004.59,83.54,438.73
5614,29.19,65.71,1013.85,50.5,444.49
5615,23.64,69.94,1005.2,64.53,439.66
5616,26.65,74.67,1015.73,77.32,435.9
5617,6.92,39.61,1018.64,82.27,483.83
5618,11.75,71.14,1019.36,75.68,466.56
5619,32.26,73.68,1014.75,60.9,426.48
5620,30.51,60.75,1009.86,51.0,435.57
5621,17.45,50.9,1012.16,83.8,458.67
5622,10.87,38.38,1020.85,69.78,477.03
5623,15.24,45.87,1009.46,85.95,456.33
5624,24.17,71.58,1010.16,89.96,436.27
5625,25.01,66.56,1004.55,82.46,434.74
5626,26.71,68.3,1015.07,62.7,436.66
5627,17.57,44.06,1015.43,72.75,459.73
5628,24.81,66.44,1011.19,69.96,435.79
5629,29.29,73.18,1012.4,66.65,430.31
5630,26.57,73.21,1002.31,92.51,431.68
5631,26.17,70.47,1010.25,68.96,434.56
5632,15.71,39.3,1019.2,62.28,462.84
5633,14.79,39.54,1007.25,82.54,469.23
5634,7.1,41.74,1022.25,91.07,484.12
5635,17.47,43.56,1014.15,54.71,460.87
5636,18.77,49.21,1012.2,58.69,454.86
5637,29.7,57.19,1008.41,55.07,436.29
5638,7.61,39.37,1015.84,83.73,483.74
5639,28.85,58.33,1013.78,41.39,444.0
5640,10.98,41.39,1017.54,85.31,476.31
5641,18.11,44.85,1014.48,48.94,458.85
5642,10.15,41.62,1015.86,97.4,463.89
5643,22.79,69.13,1010.87,91.47,438.08
5644,25.31,74.33,1015.04,79.88,436.21
5645,17.84,61.27,1020.1,70.68,454.57
5646,19.4,64.63,1020.38,81.1,453.84
5647,25.38,71.73,1009.97,72.6,434.44
5648,20.21,59.14,1016.0,70.38,448.79
5649,18.88,44.06,1013.81,68.54,451.13
5650,26.53,60.07,1016.55,54.79,438.54
5651,22.99,46.93,1014.15,49.42,451.41
5652,10.8,41.39,1019.74,74.08,478.75
5653,25.44,65.06,1013.82,55.72,440.09
5654,29.12,67.32,1014.21,48.8,435.2
5655,13.93,42.86,1032.37,71.11,468.88
5656,11.73,37.92,1008.24,65.13,472.04
5657,31.81,69.88,1007.94,55.91,432.6
5658,16.58,44.68,1021.5,83.38,458.87
5659,13.23,42.34,1018.02,97.49,462.21
5660,28.64,73.4,1011.48,52.84,441.32
5661,25.04,51.95,1005.56,66.53,449.45
5662,32.57,78.92,1011.6,66.47,430.12
5663,22.88,50.23,1016.11,63.77,458.08
5664,6.67,39.33,1011.07,91.96,490.03
5665,9.27,38.56,1017.69,62.49,475.42
5666,17.79,46.21,1010.38,85.25,448.74
5667,22.16,58.82,1009.61,87.16,444.76
5668,24.2,68.67,1006.72,78.08,444.09
5669,29.07,72.51,1009.24,58.38,439.8
5670,4.87,42.85,1012.69,94.72,482.05
5671,14.42,44.88,1019.35,59.17,462.72
5672,18.73,40.12,1013.19,74.12,454.71
5673,21.55,44.57,1006.03,71.54,446.84
5674,12.26,41.5,1014.87,89.41,471.13
5675,26.45,71.37,1008.0,77.06,438.36
5676,20.2,60.1,1010.66,84.24,451.17
5677,22.97,64.15,1021.0,70.61,450.07
5678,15.02,41.48,1015.19,58.69,456.04
5679,15.8,41.2,1016.08,77.83,468.55
5680,14.54,41.16,1000.0,81.34,463.9
5681,21.81,60.27,1015.93,91.38,441.85
5682,9.83,41.17,1019.34,72.29,478.21
5683,16.88,39.99,1007.08,74.29,462.83
5684,32.31,62.04,1010.45,38.01,449.65
5685,15.86,43.67,1011.11,82.24,465.46
5686,27.56,66.93,1016.81,55.59,444.1
5687,25.87,44.57,1007.43,55.92,445.79
5688,22.51,68.63,1015.1,57.19,450.75
5689,13.61,39.85,1012.78,58.12,475.62
5690,27.54,75.6,1018.26,57.89,440.87
5691,28.96,75.23,1010.88,49.45,439.03
5692,8.57,40.69,1020.87,84.15,485.18
5693,19.79,64.45,1016.14,73.54,451.37
5694,28.5,71.32,1002.54,69.35,435.7
5695,26.62,76.2,1006.06,69.13,437.81
5696,30.3,73.9,1006.72,55.13,440.79
5697,21.61,64.63,1020.86,69.73,451.02
5698,22.36,58.79,1016.69,73.6,445.76
5699,26.9,59.14,1016.18,70.88,436.16
5700,11.68,40.55,1022.21,85.76,475.13
5701,34.53,73.03,1013.53,36.74,437.03
5702,10.06,43.22,1014.1,85.7,473.0
5703,28.78,60.07,1014.54,49.03,439.74
5704,22.61,54.42,1014.74,75.87,453.86
5705,25.45,74.33,1015.53,80.95,435.12
5706,8.73,41.26,1020.54,91.37,476.42
5707,10.32,40.35,1011.64,84.05,481.51
5708,10.72,40.81,1016.51,80.26,474.64
5709,22.84,50.05,1005.59,79.49,442.85
5710,21.16,50.66,1014.13,72.77,455.86
5711,16.34,41.16,1006.36,75.52,462.56
5712,14.79,44.06,1018.53,74.79,465.77
5713,22.08,45.61,1014.02,75.71,456.71
5714,21.86,49.21,1014.61,53.31,452.77
5715,7.32,41.22,1015.42,97.25,484.21
5716,16.5,39.72,1003.05,65.99,459.06
5717,9.06,43.79,1016.05,81.32,482.8
5718,14.15,39.28,1013.5,77.63,471.23
5719,10.2,41.01,1021.39,96.64,468.27
5720,6.29,43.65,1020.68,70.14,485.8
5721,27.68,69.34,1008.28,70.9,436.37
5722,34.66,74.33,1012.0,32.19,425.89
5723,14.81,42.03,1017.43,72.54,470.41
5724,13.17,38.91,1016.55,74.47,470.63
5725,20.65,57.5,1016.04,87.45,448.22
5726,19.14,56.65,1020.84,82.97,458.06
5727,20.76,69.05,1001.89,77.86,442.82
5728,25.42,59.04,1011.98,68.78,444.51
5729,30.56,71.98,1004.74,58.77,429.2
5730,15.93,25.88,1009.45,72.83,462.7
5731,9.28,41.54,1018.33,79.89,482.8
5732,26.12,68.94,1007.12,67.08,434.11
5733,27.55,73.68,1013.62,81.13,431.86
5734,29.6,71.14,1011.46,52.69,430.55
5735,24.4,62.26,1011.62,70.1,439.06
5736,10.66,37.5,1009.42,95.86,472.86
5737,21.92,58.79,1010.09,89.7,446.71
5738,15.78,41.48,1015.55,52.17,454.25
5739,23.22,69.04,1009.65,89.05,448.6
5740,12.68,45.0,1022.54,77.19,479.69
5741,24.34,62.96,1019.7,61.44,446.09
5742,30.81,71.97,1008.36,75.0,430.53
5743,9.75,42.49,1010.57,83.63,480.35
5744,27.54,75.6,1018.26,57.89,440.87
5745,26.6,63.07,1011.97,61.3,442.25
5746,26.2,63.56,1013.39,67.07,442.4
5747,24.5,58.66,1011.54,57.92,451.03
5748,24.17,71.25,1003.9,90.36,435.66
5749,5.04,40.64,1021.35,93.63,484.42
5750,12.14,48.04,1011.8,100.13,465.08
5751,21.93,57.17,1009.81,81.15,448.75
5752,23.5,50.78,1008.7,57.7,445.09
5753,15.59,52.75,1024.3,59.93,458.87
5754,29.23,66.51,1011.11,53.12,439.61
5755,28.61,69.84,1004.02,67.26,428.25
5756,19.31,43.56,1013.65,41.54,463.35
5757,25.99,68.08,1013.13,59.14,442.14
5758,26.04,72.43,1006.82,84.88,432.94
5759,10.86,44.85,1014.15,88.36,476.87
5760,12.74,44.03,1007.62,97.64,463.96
5761,15.74,71.14,1019.65,65.94,457.29
5762,23.84,49.21,1013.35,45.4,446.54
5763,12.15,38.78,1013.34,95.05,474.15
5764,16.13,39.99,1007.04,80.49,465.25
5765,20.24,58.41,1013.73,99.59,449.49
5766,10.62,39.58,1011.9,87.85,479.91
5767,8.14,41.26,1020.61,91.28,477.57
5768,28.5,74.87,1009.67,53.78,444.88
5769,16.42,40.56,1020.36,50.62,472.17
5770,32.33,69.68,1011.95,39.89,439.79
5771,12.35,44.2,1017.81,82.49,471.65
5772,32.2,72.29,1008.61,69.94,432.52
5773,22.65,57.85,1012.6,68.52,445.36
5774,7.4,40.72,1022.56,87.67,484.29
5775,19.7,52.84,1004.86,89.72,444.64
5776,14.81,42.77,1017.83,75.09,463.06
5777,13.92,43.5,1021.14,88.44,461.45
5778,26.45,64.27,1013.23,60.92,444.9
5779,21.31,58.05,1012.94,88.39,446.76
5780,17.35,47.83,1006.71,80.57,453.96
5781,17.86,52.9,1015.71,67.99,457.42
5782,31.92,75.33,1001.81,61.97,436.38
5783,16.41,47.24,1015.75,88.78,457.94
5784,28.4,69.34,1009.76,70.4,436.5
5785,14.75,41.16,1009.58,86.96,468.14
5786,26.88,74.78,1010.42,64.81,440.84
5787,25.57,66.54,1005.22,83.48,430.92
5788,10.31,45.01,1018.42,93.67,473.74
5789,18.87,44.06,1013.42,68.78,451.4
5790,23.35,47.01,1015.03,73.9,456.3
5791,21.94,58.79,1010.3,88.21,447.52
5792,18.71,53.16,1013.26,82.64,455.7
5793,21.38,58.33,1013.05,72.75,446.8
5794,17.52,44.05,1008.87,85.67,455.72
5795,28.05,70.36,1006.73,64.42,434.06
5796,12.36,40.56,1022.11,72.99,474.71
5797,10.07,40.92,1021.84,84.18,471.71
5798,5.66,35.79,1013.86,94.42,484.15
5799,33.8,64.96,1004.88,49.37,427.28
5800,28.07,64.09,1005.41,64.09,436.61
5801,23.43,61.47,1007.84,87.11,448.01
5802,17.3,46.21,1013.56,87.57,456.77
5803,22.05,59.92,1009.06,93.74,437.9
5804,25.24,57.17,1010.44,74.0,442.77
5805,26.05,73.88,1005.67,82.08,439.96
5806,10.82,39.96,1025.53,95.89,468.57
5807,29.63,69.71,1009.04,67.26,435.27
5808,11.83,43.14,1010.06,88.14,471.98
5809,23.6,57.17,1009.84,74.27,446.05
5810,15.84,41.66,1009.69,62.81,465.5
5811,18.15,58.46,1017.42,88.24,449.48
5812,24.79,75.6,1017.07,68.23,440.05
5813,24.01,65.18,1012.57,76.02,437.27
5814,26.95,48.41,1008.53,62.94,436.54
5815,18.38,55.28,1020.22,68.33,451.29
5816,26.62,70.36,1005.15,84.99,441.28
5817,15.86,43.02,1012.18,40.33,466.6
5818,22.68,58.82,1010.11,82.8,443.86
5819,30.42,67.69,1006.23,54.19,430.9
5820,23.53,72.24,1010.84,94.33,436.69
5821,25.95,59.27,1010.9,70.42,444.19
5822,30.85,68.94,1007.31,68.99,426.1
5823,13.12,39.18,1023.11,64.33,471.44
5824,10.81,44.63,1020.61,88.29,473.86
5825,6.16,39.48,1004.85,59.68,484.55
5826,16.79,44.6,1014.27,48.08,459.48
5827,23.76,70.32,1012.13,78.84,434.64
5828,14.48,44.06,1018.73,75.88,467.46
5829,23.93,64.05,1013.09,86.02,440.66
5830,12.02,43.69,1016.12,74.07,477.74
5831,19.66,45.01,1014.42,60.14,453.45
5832,26.09,60.29,1017.72,50.83,444.71
5833,23.82,60.32,1016.61,75.29,445.0
5834,11.8,45.09,1013.21,89.68,470.57
5835,26.75,56.57,1013.76,57.93,443.92
5836,25.34,70.47,1006.46,83.94,433.34
5837,13.8,39.39,1013.85,81.95,471.7
5838,9.44,44.03,1009.59,86.27,473.61
5839,24.58,56.9,1007.08,68.24,437.16
5840,11.26,40.43,1025.68,74.67,489.66
5841,11.95,42.03,1017.58,90.89,465.2
5842,22.61,44.05,1005.69,76.74,443.45
5843,24.04,51.95,1006.13,73.92,450.07
5844,13.97,53.82,1016.81,62.32,465.24
5845,27.24,68.08,1013.23,51.96,445.25
5846,11.91,41.49,1019.69,96.39,470.07
5847,25.15,66.49,1012.71,63.46,436.0
5848,28.83,72.43,1006.69,67.04,428.85
5849,8.94,43.13,1014.82,76.66,483.63
5850,17.23,40.12,1013.52,81.55,456.2
5851,27.17,63.09,1015.59,68.33,443.66
5852,6.58,43.02,1014.03,84.95,488.22
5853,7.99,36.08,1020.08,83.2,481.35
5854,19.44,48.7,1008.66,94.71,444.9
5855,26.6,61.02,1010.26,66.16,436.19
5856,14.44,42.32,1015.61,76.85,462.13
5857,17.46,53.29,1018.07,91.01,458.06
5858,5.1,35.57,1027.17,80.49,489.96
5859,20.76,58.18,1007.8,99.22,449.25
5860,15.62,40.89,1007.01,79.21,466.15
5861,8.41,40.67,1019.97,69.2,489.25
5862,16.55,54.3,1017.95,60.84,460.59
5863,19.44,39.53,1006.99,63.18,457.09
5864,23.14,58.18,1008.89,81.82,444.51
5865,15.61,41.2,1016.12,75.28,467.81
5866,14.89,39.58,1012.26,77.58,465.95
5867,12.59,39.72,1017.76,61.14,470.18
5868,20.24,56.53,1020.29,77.75,455.25
5869,14.09,43.99,1021.02,94.39,468.09
5870,17.28,44.92,1024.39,76.08,459.26
5871,21.83,63.13,1013.4,85.82,443.41
5872,13.26,40.83,1007.97,90.63,472.14
5873,11.48,41.14,1027.67,90.5,464.07
5874,27.09,59.15,1013.02,55.18,438.9
5875,5.72,39.33,1009.96,95.4,490.76
5876,20.14,46.93,1014.66,64.22,453.99
5877,23.14,51.19,1009.56,77.2,443.87
5878,17.03,58.49,1011.91,92.16,460.48
5879,26.41,68.24,1010.6,77.79,428.52
5880,26.56,56.57,1013.73,63.9,442.74
5881,19.29,50.16,1010.49,97.78,450.21
5882,17.33,41.35,999.51,68.36,460.46
5883,30.44,68.84,1010.97,55.34,438.31
5884,5.78,45.87,1012.65,88.8,483.27
5885,27.76,71.97,1008.53,86.97,434.04
5886,15.86,43.5,1021.22,75.38,459.42
5887,25.97,70.32,1007.48,57.01,435.27
5888,7.84,43.52,1022.23,96.51,483.79
5889,28.81,56.86,1005.82,56.86,434.08
5890,10.93,39.16,1016.54,90.56,479.83
5891,16.69,40.56,1019.92,51.43,469.9
5892,28.54,71.94,1007.4,65.99,430.91
5893,9.41,34.69,1027.02,78.91,480.87
5894,14.4,42.18,1015.47,77.7,464.81
5895,12.72,40.64,1021.11,93.24,475.73
5896,7.69,43.02,1014.51,85.23,486.46
5897,16.97,50.9,1012.31,82.65,463.28
5898,10.49,42.49,1009.81,78.92,478.75
5899,19.93,62.1,1019.94,76.41,450.57
5900,27.17,67.45,1015.67,49.03,429.87
5901,14.03,49.15,1020.5,83.65,467.16
5902,23.28,72.24,1011.3,90.5,434.21
5903,9.64,39.85,1012.9,83.82,478.37
5904,13.78,43.22,1011.31,69.7,463.71
5905,15.12,48.92,1011.8,72.93,462.59
5906,12.8,42.18,1016.27,83.9,467.69
5907,31.32,74.33,1012.92,36.48,429.57
5908,27.29,71.32,1006.39,81.59,435.25
5909,24.63,59.57,1010.45,85.36,440.67
5910,9.41,39.61,1016.14,78.38,477.34
5911,15.75,36.99,1007.67,93.8,464.38
5912,23.68,68.3,1017.93,84.16,438.65
5913,22.43,63.76,1009.84,75.27,442.85
5914,27.38,69.4,1004.57,74.12,434.47
5915,10.41,41.01,1020.12,94.27,472.82
5916,22.03,64.69,1007.21,75.75,440.92
5917,25.38,63.87,1018.7,52.48,442.13
